,date,hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa,location
0,1991-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,1,100.0,100.0,East North Central Division
1,1991-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,2,100.92,100.98,East North Central Division
2,1991-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,3,101.3,100.91,East North Central Division
3,1991-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,4,101.7,100.99,East North Central Division
4,1991-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,5,102.31,101.35,East North Central Division
5,1991-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,6,102.77,101.49,East North Central Division
6,1991-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,7,102.97,101.85,East North Central Division
7,1991-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,8,103.13,102.03,East North Central Division
8,1991-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,9,102.82,101.99,East North Central Division
9,1991-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,10,103.06,102.31,East North Central Division
10,1991-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,11,103.95,103.31,East North Central Division
11,1991-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1991,12,103.74,103.42,East North Central Division
12,1992-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,1,103.84,103.86,East North Central Division
13,1992-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,2,104.34,104.38,East North Central Division
14,1992-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,3,105.52,105.13,East North Central Division
15,1992-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,4,105.9,105.16,East North Central Division
16,1992-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,5,106.56,105.56,East North Central Division
17,1992-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,6,106.91,105.56,East North Central Division
18,1992-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,7,107.14,105.97,East North Central Division
19,1992-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,8,107.59,106.43,East North Central Division
20,1992-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,9,107.58,106.71,East North Central Division
21,1992-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,10,108.17,107.35,East North Central Division
22,1992-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,11,108.42,107.76,East North Central Division
23,1992-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1992,12,108.73,108.4,East North Central Division
24,1993-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,1,108.46,108.54,East North Central Division
25,1993-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,2,108.3,108.33,East North Central Division
26,1993-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,3,109.27,108.91,East North Central Division
27,1993-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,4,110.24,109.46,East North Central Division
28,1993-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,5,110.85,109.8,East North Central Division
29,1993-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,6,111.95,110.51,East North Central Division
30,1993-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,7,112.18,110.93,East North Central Division
31,1993-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,8,112.62,111.39,East North Central Division
32,1993-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,9,113.11,112.17,East North Central Division
33,1993-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,10,113.22,112.34,East North Central Division
34,1993-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,11,113.54,112.88,East North Central Division
35,1993-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,12,113.78,113.45,East North Central Division
36,1994-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,1,114.03,114.18,East North Central Division
37,1994-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,2,114.4,114.42,East North Central Division
38,1994-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,3,115.16,114.81,East North Central Division
39,1994-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,4,116.35,115.52,East North Central Division
40,1994-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,5,117.17,116.05,East North Central Division
41,1994-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,6,117.9,116.36,East North Central Division
42,1994-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,7,117.9,116.54,East North Central Division
43,1994-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,8,118.35,117.05,East North Central Division
44,1994-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,9,118.4,117.38,East North Central Division
45,1994-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,10,118.99,118.04,East North Central Division
46,1994-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,11,119.18,118.52,East North Central Division
47,1994-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,12,118.9,118.59,East North Central Division
48,1995-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,1,119.12,119.36,East North Central Division
49,1995-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,2,120.02,120.0,East North Central Division
50,1995-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,3,120.5,120.16,East North Central Division
51,1995-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,4,121.71,120.85,East North Central Division
52,1995-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,5,122.03,120.81,East North Central Division
53,1995-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,6,123.23,121.62,East North Central Division
54,1995-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,7,123.71,122.22,East North Central Division
55,1995-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,8,124.29,122.9,East North Central Division
56,1995-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,9,124.49,123.39,East North Central Division
57,1995-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,10,124.8,123.8,East North Central Division
58,1995-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,11,124.71,124.04,East North Central Division
59,1995-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,12,125.11,124.84,East North Central Division
60,1996-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,1,124.88,125.23,East North Central Division
61,1996-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,2,126.0,125.96,East North Central Division
62,1996-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,3,126.78,126.41,East North Central Division
63,1996-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,4,128.32,127.45,East North Central Division
64,1996-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,5,128.99,127.65,East North Central Division
65,1996-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,6,129.52,127.83,East North Central Division
66,1996-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,7,130.12,128.5,East North Central Division
67,1996-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,8,129.86,128.39,East North Central Division
68,1996-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,9,130.1,128.92,East North Central Division
69,1996-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,10,129.92,128.86,East North Central Division
70,1996-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,11,130.72,130.07,East North Central Division
71,1996-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,12,130.55,130.32,East North Central Division
72,1997-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,1,129.96,130.37,East North Central Division
73,1997-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,2,130.66,130.62,East North Central Division
74,1997-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,3,131.84,131.41,East North Central Division
75,1997-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,4,132.21,131.35,East North Central Division
76,1997-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,5,133.6,132.15,East North Central Division
77,1997-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,6,134.05,132.32,East North Central Division
78,1997-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,7,134.38,132.64,East North Central Division
79,1997-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,8,134.62,133.08,East North Central Division
80,1997-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,9,134.54,133.3,East North Central Division
81,1997-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,10,134.87,133.78,East North Central Division
82,1997-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,11,134.8,134.17,East North Central Division
83,1997-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1997,12,134.66,134.48,East North Central Division
84,1998-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,1,134.63,135.06,East North Central Division
85,1998-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,2,135.77,135.74,East North Central Division
86,1998-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,3,136.61,136.12,East North Central Division
87,1998-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,4,137.36,136.5,East North Central Division
88,1998-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,5,138.44,136.89,East North Central Division
89,1998-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,6,139.38,137.6,East North Central Division
90,1998-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,7,139.76,137.9,East North Central Division
91,1998-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,8,140.1,138.47,East North Central Division
92,1998-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,9,140.61,139.27,East North Central Division
93,1998-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,10,141.16,140.03,East North Central Division
94,1998-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,11,141.49,140.88,East North Central Division
95,1998-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1998,12,141.38,141.27,East North Central Division
96,1999-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,1,141.4,141.82,East North Central Division
97,1999-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,2,142.56,142.55,East North Central Division
98,1999-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,3,143.53,142.99,East North Central Division
99,1999-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,4,144.34,143.46,East North Central Division
100,1999-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,5,146.09,144.43,East North Central Division
101,1999-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,6,146.74,144.84,East North Central Division
102,1999-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,7,147.56,145.55,East North Central Division
103,1999-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,8,148.25,146.49,East North Central Division
104,1999-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,9,148.22,146.77,East North Central Division
105,1999-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,10,148.64,147.44,East North Central Division
106,1999-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,11,148.38,147.74,East North Central Division
107,1999-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1999,12,148.6,148.56,East North Central Division
108,2000-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,1,149.78,150.21,East North Central Division
109,2000-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,2,149.3,149.33,East North Central Division
110,2000-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,3,151.32,150.76,East North Central Division
111,2000-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,4,152.38,151.46,East North Central Division
112,2000-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,5,153.58,151.84,East North Central Division
113,2000-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,6,154.93,152.89,East North Central Division
114,2000-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,7,155.74,153.59,East North Central Division
115,2000-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,8,155.87,153.97,East North Central Division
116,2000-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,9,156.02,154.44,East North Central Division
117,2000-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,10,156.15,154.86,East North Central Division
118,2000-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,11,156.01,155.37,East North Central Division
119,2000-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,12,156.37,156.38,East North Central Division
120,2001-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,1,156.48,156.95,East North Central Division
121,2001-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,2,157.54,157.65,East North Central Division
122,2001-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,3,158.69,158.16,East North Central Division
123,2001-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,4,159.88,158.91,East North Central Division
124,2001-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,5,161.28,159.44,East North Central Division
125,2001-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,6,162.08,159.91,East North Central Division
126,2001-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,7,162.71,160.4,East North Central Division
127,2001-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,8,162.97,160.89,East North Central Division
128,2001-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,9,163.34,161.64,East North Central Division
129,2001-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,10,164.07,162.68,East North Central Division
130,2001-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,11,163.52,162.84,East North Central Division
131,2001-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2001,12,163.43,163.45,East North Central Division
132,2002-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,1,163.8,164.37,East North Central Division
133,2002-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,2,164.33,164.55,East North Central Division
134,2002-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,3,165.81,165.35,East North Central Division
135,2002-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,4,166.72,165.67,East North Central Division
136,2002-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,5,168.22,166.26,East North Central Division
137,2002-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,6,169.45,167.12,East North Central Division
138,2002-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,7,169.99,167.52,East North Central Division
139,2002-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,8,170.36,168.09,East North Central Division
140,2002-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,9,170.74,168.9,East North Central Division
141,2002-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,10,170.84,169.33,East North Central Division
142,2002-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,11,171.26,170.57,East North Central Division
143,2002-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2002,12,170.66,170.72,East North Central Division
144,2003-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,1,171.21,171.95,East North Central Division
145,2003-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,2,171.8,172.18,East North Central Division
146,2003-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,3,172.9,172.54,East North Central Division
147,2003-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,4,174.31,173.17,East North Central Division
148,2003-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,5,176.1,173.95,East North Central Division
149,2003-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,6,176.87,174.32,East North Central Division
150,2003-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,7,177.84,175.17,East North Central Division
151,2003-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,8,178.43,175.94,East North Central Division
152,2003-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,9,178.52,176.55,East North Central Division
153,2003-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,10,178.94,177.33,East North Central Division
154,2003-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,11,178.85,178.17,East North Central Division
155,2003-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2003,12,179.0,179.13,East North Central Division
156,2004-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,1,177.93,178.87,East North Central Division
157,2004-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,2,179.8,180.37,East North Central Division
158,2004-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,3,180.9,180.67,East North Central Division
159,2004-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,4,182.49,181.24,East North Central Division
160,2004-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,5,184.32,181.89,East North Central Division
161,2004-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,6,185.54,182.69,East North Central Division
162,2004-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,7,186.27,183.38,East North Central Division
163,2004-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,8,186.8,184.03,East North Central Division
164,2004-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,9,186.34,184.24,East North Central Division
165,2004-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,10,186.84,185.16,East North Central Division
166,2004-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,11,186.56,185.94,East North Central Division
167,2004-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2004,12,186.17,186.45,East North Central Division
168,2005-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,1,186.14,187.36,East North Central Division
169,2005-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,2,185.9,186.63,East North Central Division
170,2005-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,3,188.29,188.16,East North Central Division
171,2005-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,4,190.28,188.95,East North Central Division
172,2005-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,5,191.77,189.06,East North Central Division
173,2005-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,6,192.63,189.42,East North Central Division
174,2005-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,7,193.09,189.93,East North Central Division
175,2005-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,8,193.22,190.15,East North Central Division
176,2005-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,9,193.86,191.68,East North Central Division
177,2005-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,10,193.62,191.93,East North Central Division
178,2005-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,11,192.64,192.14,East North Central Division
179,2005-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,12,191.6,192.12,East North Central Division
180,2006-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,1,191.22,192.69,East North Central Division
181,2006-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,2,191.74,192.65,East North Central Division
182,2006-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,3,192.57,192.54,East North Central Division
183,2006-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,4,194.82,193.53,East North Central Division
184,2006-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,5,196.12,193.06,East North Central Division
185,2006-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,6,196.13,192.57,East North Central Division
186,2006-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,7,196.12,192.73,East North Central Division
187,2006-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,8,195.67,192.38,East North Central Division
188,2006-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,9,194.65,192.39,East North Central Division
189,2006-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,10,193.63,191.97,East North Central Division
190,2006-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,11,191.66,191.22,East North Central Division
191,2006-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2006,12,191.4,192.14,East North Central Division
192,2007-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,1,191.49,193.18,East North Central Division
193,2007-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,2,191.08,192.16,East North Central Division
194,2007-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,3,192.12,192.29,East North Central Division
195,2007-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,4,192.81,191.64,East North Central Division
196,2007-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,5,194.01,190.68,East North Central Division
197,2007-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,6,194.16,190.35,East North Central Division
198,2007-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,7,192.43,188.91,East North Central Division
199,2007-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,8,191.81,188.36,East North Central Division
200,2007-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,9,189.35,187.08,East North Central Division
201,2007-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,10,187.57,185.93,East North Central Division
202,2007-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,11,185.5,184.94,East North Central Division
203,2007-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2007,12,182.84,183.73,East North Central Division
204,2008-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,1,180.72,182.45,East North Central Division
205,2008-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,2,180.91,182.18,East North Central Division
206,2008-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,3,180.79,181.3,East North Central Division
207,2008-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,4,180.45,179.52,East North Central Division
208,2008-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,5,181.17,177.83,East North Central Division
209,2008-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,6,181.18,177.37,East North Central Division
210,2008-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,7,179.8,176.26,East North Central Division
211,2008-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,8,178.62,175.21,East North Central Division
212,2008-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,9,174.68,172.44,East North Central Division
213,2008-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,10,173.79,172.23,East North Central Division
