,date,hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa,location
2080,2011-01-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2011,1,172.79,175.18,Pacific Division
2081,2011-02-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2011,2,172.69,174.08,Pacific Division
2082,2011-03-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2011,3,171.76,172.42,Pacific Division
2083,2011-04-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2011,4,171.99,171.63,Pacific Division
2084,2011-05-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2011,5,172.03,170.25,Pacific Division
2085,2011-06-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2011,6,172.25,169.62,Pacific Division
2086,2011-07-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2011,7,173.37,170.34,Pacific Division
2087,2011-08-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2011,8,171.52,169.36,Pacific Division
2088,2011-09-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2011,9,172.06,170.2,Pacific Division
2089,2011-10-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2011,10,170.7,169.61,Pacific Division
2090,2011-11-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2011,11,170.13,169.94,Pacific Division
2091,2011-12-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2011,12,168.53,169.72,Pacific Division
2092,2012-01-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2012,1,167.91,170.27,Pacific Division
2093,2012-02-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2012,2,168.85,170.45,Pacific Division
2094,2012-03-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2012,3,171.93,172.42,Pacific Division
2095,2012-04-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2012,4,174.59,173.98,Pacific Division
2096,2012-05-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2012,5,178.04,175.91,Pacific Division
2097,2012-06-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2012,6,180.33,177.45,Pacific Division
2098,2012-07-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2012,7,180.15,176.86,Pacific Division
2099,2012-08-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2012,8,183.83,181.51,Pacific Division
2100,2012-09-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2012,9,182.93,181.1,Pacific Division
2101,2012-10-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2012,10,185.61,184.66,Pacific Division
2102,2012-11-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2012,11,186.88,186.8,Pacific Division
2103,2012-12-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2012,12,188.1,189.53,Pacific Division
2104,2013-01-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2013,1,190.01,192.66,Pacific Division
2105,2013-02-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2013,2,191.56,193.49,Pacific Division
2106,2013-03-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2013,3,197.24,197.61,Pacific Division
2107,2013-04-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2013,4,201.68,200.67,Pacific Division
2108,2013-05-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2013,5,206.54,203.86,Pacific Division
2109,2013-06-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2013,6,210.0,206.57,Pacific Division
2110,2013-07-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2013,7,213.58,209.67,Pacific Division
2111,2013-08-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2013,8,213.78,211.16,Pacific Division
2112,2013-09-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2013,9,215.11,213.24,Pacific Division
2113,2013-10-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2013,10,215.16,214.37,Pacific Division
2114,2013-11-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2013,11,214.8,214.94,Pacific Division
2115,2013-12-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2013,12,214.28,215.94,Pacific Division
2116,2014-01-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2014,1,214.59,217.4,Pacific Division
2117,2014-02-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2014,2,217.25,219.31,Pacific Division
2118,2014-03-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2014,3,220.58,220.67,Pacific Division
2119,2014-04-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2014,4,223.22,221.75,Pacific Division
2120,2014-05-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2014,5,225.4,222.29,Pacific Division
2121,2014-06-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2014,6,227.8,224.11,Pacific Division
2122,2014-07-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2014,7,229.44,225.32,Pacific Division
2123,2014-08-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2014,8,229.94,227.23,Pacific Division
2124,2014-09-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2014,9,228.86,227.13,Pacific Division
2125,2014-10-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2014,10,229.7,229.15,Pacific Division
2126,2014-11-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2014,11,229.83,230.13,Pacific Division
2127,2014-12-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2014,12,230.52,232.33,Pacific Division
2128,2015-01-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2015,1,231.33,234.13,Pacific Division
2129,2015-02-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2015,2,233.12,234.95,Pacific Division
2130,2015-03-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2015,3,236.74,236.45,Pacific Division
2131,2015-04-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2015,4,240.06,238.18,Pacific Division
2132,2015-05-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2015,5,242.8,239.37,Pacific Division
2133,2015-06-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2015,6,244.33,240.5,Pacific Division
2134,2015-07-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2015,7,246.69,242.59,Pacific Division
2135,2015-08-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2015,8,245.99,243.3,Pacific Division
2136,2015-09-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2015,9,246.41,244.76,Pacific Division
2137,2015-10-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2015,10,247.27,246.97,Pacific Division
2138,2015-11-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2015,11,249.63,250.03,Pacific Division
2139,2015-12-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2015,12,249.26,251.14,Pacific Division
2140,2016-01-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2016,1,248.59,251.29,Pacific Division
2141,2016-02-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2016,2,252.63,254.17,Pacific Division
2142,2016-03-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2016,3,256.71,255.98,Pacific Division
2143,2016-04-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2016,4,259.79,257.48,Pacific Division
2144,2016-05-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2016,5,261.81,258.09,Pacific Division
2145,2016-06-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2016,6,263.22,259.36,Pacific Division
2146,2016-07-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2016,7,265.06,261.0,Pacific Division
2147,2016-08-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2016,8,264.83,262.23,Pacific Division
2148,2016-09-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2016,9,266.94,265.2,Pacific Division
2149,2016-10-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2016,10,266.4,266.25,Pacific Division
2150,2016-11-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2016,11,268.06,268.45,Pacific Division
2151,2016-12-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2016,12,268.31,270.31,Pacific Division
2152,2017-01-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2017,1,268.64,271.16,Pacific Division
2153,2017-02-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2017,2,271.54,272.66,Pacific Division
2154,2017-03-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2017,3,276.71,275.55,Pacific Division
2155,2017-04-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2017,4,280.58,277.89,Pacific Division
2156,2017-05-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2017,5,284.25,280.26,Pacific Division
2157,2017-06-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2017,6,285.92,282.13,Pacific Division
2158,2017-07-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2017,7,286.47,282.63,Pacific Division
2159,2017-08-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2017,8,288.76,286.16,Pacific Division
2160,2017-09-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2017,9,290.03,288.17,Pacific Division
2161,2017-10-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2017,10,288.97,288.79,Pacific Division
2162,2017-11-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2017,11,291.25,291.59,Pacific Division
2163,2017-12-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2017,12,290.82,292.98,Pacific Division
2164,2018-01-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2018,1,292.91,295.34,Pacific Division
2165,2018-02-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2018,2,298.49,299.22,Pacific Division
2166,2018-03-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2018,3,300.36,298.84,Pacific Division
2167,2018-04-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2018,4,302.79,299.78,Pacific Division
2168,2018-05-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2018,5,304.36,300.1,Pacific Division
2169,2018-06-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2018,6,306.07,302.42,Pacific Division
2170,2018-07-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2018,7,306.86,303.31,Pacific Division
2171,2018-08-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2018,8,308.64,306.04,Pacific Division
2172,2018-09-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2018,9,307.11,305.1,Pacific Division
2173,2018-10-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2018,10,306.46,306.16,Pacific Division
2174,2018-11-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2018,11,306.92,307.15,Pacific Division
2175,2018-12-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2018,12,305.88,308.24,Pacific Division
2176,2019-01-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2019,1,306.61,308.91,Pacific Division
2177,2019-02-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2019,2,308.77,309.04,Pacific Division
2178,2019-03-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2019,3,313.06,311.31,Pacific Division
2179,2019-04-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2019,4,316.54,313.34,Pacific Division
2180,2019-05-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2019,5,319.59,315.16,Pacific Division
2181,2019-06-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2019,6,319.25,315.78,Pacific Division
2182,2019-07-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2019,7,321.13,317.89,Pacific Division
2183,2019-08-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2019,8,321.23,318.58,Pacific Division
2184,2019-09-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2019,9,321.44,319.28,Pacific Division
2185,2019-10-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2019,10,321.79,321.24,Pacific Division
2186,2019-11-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2019,11,322.54,322.66,Pacific Division
2187,2019-12-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2019,12,322.04,324.54,Pacific Division
2188,2020-01-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,1,325.53,327.84,Pacific Division
2189,2020-02-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,2,329.7,329.7,Pacific Division
2190,2020-03-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,3,332.98,331.04,Pacific Division
2191,2020-04-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,4,336.36,332.95,Pacific Division
2192,2020-05-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,5,334.52,329.9,Pacific Division
2193,2020-06-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,6,338.85,335.37,Pacific Division
2194,2020-07-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,7,342.07,338.91,Pacific Division
2195,2020-08-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,8,347.73,344.97,Pacific Division
2196,2020-09-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,9,352.69,350.35,Pacific Division
2197,2020-10-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,10,356.92,356.16,Pacific Division
2198,2020-11-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,11,361.63,361.74,Pacific Division
2199,2020-12-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,12,363.69,366.51,Pacific Division
2200,2021-01-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2021,1,368.82,371.35,Pacific Division
2201,2021-02-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2021,2,377.4,377.26,Pacific Division
2202,2021-03-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2021,3,386.39,384.08,Pacific Division
2203,2021-04-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2021,4,396.2,392.13,Pacific Division
2204,2021-05-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2021,5,406.83,401.28,Pacific Division
2205,2021-06-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2021,6,412.39,408.29,Pacific Division
2206,2021-07-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2021,7,417.48,413.72,Pacific Division
2207,2021-08-01,traditional,purchase-only,monthly,USA or Census Division,Pacific Division,DV_PAC,2021,8,421.57,418.26,Pacific Division
2208,1991-01-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1991,1,100.0,100.0,South Atlantic Division
2209,1991-02-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1991,2,100.59,100.49,South Atlantic Division
2210,1991-03-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1991,3,100.99,100.63,South Atlantic Division
2211,1991-04-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1991,4,100.87,100.42,South Atlantic Division
2212,1991-05-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1991,5,100.75,100.5,South Atlantic Division
2213,1991-06-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1991,6,101.27,100.53,South Atlantic Division
2214,1991-07-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1991,7,101.0,100.44,South Atlantic Division
2215,1991-08-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1991,8,100.83,100.01,South Atlantic Division
2216,1991-09-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1991,9,100.7,100.09,South Atlantic Division
2217,1991-10-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1991,10,101.64,100.89,South Atlantic Division
2218,1991-11-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1991,11,101.97,101.18,South Atlantic Division
2219,1991-12-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1991,12,101.87,101.58,South Atlantic Division
2220,1992-01-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1992,1,101.86,101.85,South Atlantic Division
2221,1992-02-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1992,2,102.71,102.61,South Atlantic Division
2222,1992-03-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1992,3,102.61,102.26,South Atlantic Division
2223,1992-04-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1992,4,102.29,101.84,South Atlantic Division
2224,1992-05-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1992,5,102.23,101.98,South Atlantic Division
2225,1992-06-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1992,6,102.44,101.7,South Atlantic Division
2226,1992-07-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1992,7,102.74,102.13,South Atlantic Division
2227,1992-08-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1992,8,103.8,102.94,South Atlantic Division
2228,1992-09-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1992,9,104.11,103.46,South Atlantic Division
2229,1992-10-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1992,10,104.36,103.61,South Atlantic Division
2230,1992-11-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1992,11,104.24,103.45,South Atlantic Division
2231,1992-12-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1992,12,103.52,103.24,South Atlantic Division
2232,1993-01-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1993,1,103.32,103.26,South Atlantic Division
2233,1993-02-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1993,2,103.29,103.18,South Atlantic Division
2234,1993-03-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1993,3,104.03,103.68,South Atlantic Division
2235,1993-04-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1993,4,104.76,104.28,South Atlantic Division
2236,1993-05-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1993,5,104.67,104.4,South Atlantic Division
2237,1993-06-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1993,6,105.65,104.87,South Atlantic Division
2238,1993-07-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1993,7,105.63,104.94,South Atlantic Division
2239,1993-08-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1993,8,106.03,105.11,South Atlantic Division
2240,1993-09-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1993,9,106.16,105.45,South Atlantic Division
2241,1993-10-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1993,10,106.24,105.53,South Atlantic Division
2242,1993-11-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1993,11,106.46,105.7,South Atlantic Division
2243,1993-12-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1993,12,106.89,106.62,South Atlantic Division
2244,1994-01-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1994,1,106.56,106.45,South Atlantic Division
2245,1994-02-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1994,2,106.93,106.8,South Atlantic Division
2246,1994-03-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1994,3,107.46,107.07,South Atlantic Division
2247,1994-04-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1994,4,108.15,107.65,South Atlantic Division
2248,1994-05-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1994,5,108.16,107.86,South Atlantic Division
2249,1994-06-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1994,6,108.92,108.06,South Atlantic Division
2250,1994-07-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1994,7,109.12,108.36,South Atlantic Division
2251,1994-08-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1994,8,109.67,108.68,South Atlantic Division
2252,1994-09-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1994,9,109.76,108.98,South Atlantic Division
2253,1994-10-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1994,10,109.71,109.05,South Atlantic Division
2254,1994-11-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1994,11,110.36,109.65,South Atlantic Division
2255,1994-12-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1994,12,110.17,109.9,South Atlantic Division
2256,1995-01-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1995,1,110.35,110.19,South Atlantic Division
2257,1995-02-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1995,2,110.82,110.67,South Atlantic Division
2258,1995-03-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1995,3,110.79,110.35,South Atlantic Division
2259,1995-04-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1995,4,110.95,110.44,South Atlantic Division
2260,1995-05-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1995,5,110.9,110.54,South Atlantic Division
2261,1995-06-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1995,6,111.79,110.86,South Atlantic Division
2262,1995-07-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1995,7,112.49,111.7,South Atlantic Division
2263,1995-08-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1995,8,112.74,111.72,South Atlantic Division
2264,1995-09-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1995,9,112.96,112.15,South Atlantic Division
2265,1995-10-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1995,10,112.61,112.01,South Atlantic Division
2266,1995-11-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1995,11,113.1,112.48,South Atlantic Division
2267,1995-12-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1995,12,112.83,112.58,South Atlantic Division
2268,1996-01-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1996,1,113.56,113.37,South Atlantic Division
2269,1996-02-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1996,2,113.34,113.15,South Atlantic Division
2270,1996-03-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1996,3,114.49,113.99,South Atlantic Division
2271,1996-04-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1996,4,114.63,114.08,South Atlantic Division
2272,1996-05-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1996,5,114.77,114.32,South Atlantic Division
2273,1996-06-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1996,6,115.26,114.24,South Atlantic Division
2274,1996-07-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1996,7,115.63,114.79,South Atlantic Division
2275,1996-08-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1996,8,116.04,115.0,South Atlantic Division
2276,1996-09-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1996,9,116.14,115.3,South Atlantic Division
2277,1996-10-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1996,10,116.11,115.53,South Atlantic Division
2278,1996-11-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1996,11,115.85,115.32,South Atlantic Division
2279,1996-12-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1996,12,116.11,115.88,South Atlantic Division
2280,1997-01-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1997,1,116.4,116.2,South Atlantic Division
2281,1997-02-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1997,2,116.73,116.53,South Atlantic Division
2282,1997-03-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1997,3,117.76,117.25,South Atlantic Division
2283,1997-04-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1997,4,117.56,117.01,South Atlantic Division
2284,1997-05-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1997,5,117.75,117.21,South Atlantic Division
2285,1997-06-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1997,6,118.75,117.66,South Atlantic Division
2286,1997-07-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1997,7,118.16,117.31,South Atlantic Division
